Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Rex Regum Qeon vs Global Esports,Pearl,Rex Regum Qeon,4,2,2,2,9,0,3,1
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Rex Regum Qeon vs Global Esports,Pearl,Global Esports,9,0,3,1,4,2,2,2
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Kiwoom DRX vs FULL SENSE,Lotus,Kiwoom DRX,8,1,0,0,6,2,5,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Kiwoom DRX vs FULL SENSE,Lotus,FULL SENSE,6,2,5,0,8,1,0,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Kiwoom DRX vs FULL SENSE,Fracture,Kiwoom DRX,4,1,1,1,6,4,3,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Round 1,Kiwoom DRX vs FULL SENSE,Fracture,FULL SENSE,6,4,3,0,4,1,1,1
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Breeze,Paper Rex,6,0,3,0,11,0,2,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Breeze,Global Esports,11,0,2,0,6,0,3,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Lotus,Paper Rex,9,0,3,1,3,1,1,1
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Lotus,Global Esports,3,1,1,1,9,0,3,1
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Pearl,Paper Rex,1,2,2,0,8,0,5,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,Paper Rex vs Global Esports,Pearl,Global Esports,8,0,5,0,1,2,2,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,T1 vs FULL SENSE,Pearl,T1,5,2,1,1,7,1,5,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,T1 vs FULL SENSE,Pearl,FULL SENSE,7,1,5,0,5,2,1,1
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,T1 vs FULL SENSE,Lotus,T1,6,1,1,0,8,1,4,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Semifinals,T1 vs FULL SENSE,Lotus,FULL SENSE,8,1,4,0,6,1,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,Ascent,Rex Regum Qeon,6,0,3,0,9,2,1,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,9,2,1,1,6,0,3,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,Breeze,Rex Regum Qeon,8,1,4,0,4,4,3,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,Breeze,DetonatioN FocusMe,4,4,3,0,8,1,4,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,Lotus,Rex Regum Qeon,5,3,4,1,5,2,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Rex Regum Qeon vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,5,2,1,0,5,3,4,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,Pearl,Kiwoom DRX,5,2,2,2,9,1,2,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,Pearl,Nongshim RedForce,9,1,2,1,5,2,2,2
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,Split,Kiwoom DRX,10,1,2,0,4,0,2,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,Split,Nongshim RedForce,4,0,2,0,10,1,2,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,Haven,Kiwoom DRX,8,2,3,0,5,3,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 1,Kiwoom DRX vs Nongshim RedForce,Haven,Nongshim RedForce,5,3,1,0,8,2,3,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,Haven,T1,6,3,3,1,2,2,1,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,Haven,Rex Regum Qeon,2,2,1,1,6,3,3,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,Lotus,T1,7,0,3,0,3,2,6,2
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,Lotus,Rex Regum Qeon,3,2,6,2,7,0,3,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,Breeze,T1,9,1,3,0,2,1,2,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,T1 vs Rex Regum Qeon,Breeze,Rex Regum Qeon,2,1,2,0,9,1,3,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Ascent,Paper Rex,12,0,0,1,3,4,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Ascent,Kiwoom DRX,3,4,1,0,12,0,0,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Breeze,Paper Rex,3,0,1,1,7,6,0,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Breeze,Kiwoom DRX,7,6,0,0,3,0,1,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Split,Paper Rex,9,3,1,0,1,0,0,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 2,Paper Rex vs Kiwoom DRX,Split,Kiwoom DRX,1,0,0,0,9,3,1,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Final,Global Esports vs FULL SENSE,Split,Global Esports,7,2,1,1,10,0,3,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Final,Global Esports vs FULL SENSE,Split,FULL SENSE,10,0,3,0,7,2,1,1
VCT 2026: Pacific Stage 1,Playoffs,Upper Final,Global Esports vs FULL SENSE,Breeze,Global Esports,7,1,0,0,12,1,0,0
VCT 2026: Pacific Stage 1,Playoffs,Upper Final,Global Esports vs FULL SENSE,Breeze,FULL SENSE,12,1,0,0,7,1,0,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Split,T1,6,1,2,0,10,2,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Split,Paper Rex,10,2,1,0,6,1,2,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Ascent,T1,8,2,2,1,6,2,2,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Ascent,Paper Rex,6,2,2,0,8,2,2,1
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Breeze,T1,6,1,1,0,12,0,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Round 3,T1 vs Paper Rex,Breeze,Paper Rex,12,0,1,0,6,1,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Haven,Global Esports,5,0,1,0,7,0,6,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Haven,Paper Rex,7,0,6,0,5,0,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Lotus,Global Esports,1,0,3,0,12,0,1,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Lotus,Paper Rex,12,0,1,0,1,0,3,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Ascent,Global Esports,8,1,2,0,10,0,3,0
VCT 2026: Pacific Stage 1,Playoffs,Lower Final,Global Esports vs Paper Rex,Ascent,Paper Rex,10,0,3,0,8,1,2,0
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Pearl,FULL SENSE,7,2,1,0,8,2,3,0
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Pearl,Paper Rex,8,2,3,0,7,2,1,0
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Lotus,FULL SENSE,6,1,2,0,12,1,0,0
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Lotus,Paper Rex,12,1,0,0,6,1,2,0
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Fracture,FULL SENSE,7,1,2,0,9,1,3,0
VCT 2026: Pacific Stage 1,Playoffs,Grand Final,FULL SENSE vs Paper Rex,Fracture,Paper Rex,9,1,3,0,7,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Lotus,Titan Esports Club,4,0,3,0,7,1,4,1
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Lotus,All Gamers,7,1,4,1,4,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Bind,Titan Esports Club,8,2,3,0,3,1,4,0
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Bind,All Gamers,3,1,4,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Breeze,Titan Esports Club,8,2,2,1,11,1,2,1
VCT 2026: China Stage 1,Group Stage,Week 1,Titan Esports Club vs All Gamers,Breeze,All Gamers,11,1,2,1,8,2,2,1
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Fracture,Nova Esports,1,0,1,0,11,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Fracture,EDward Gaming,11,0,2,0,1,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Breeze,Nova Esports,2,0,1,0,7,0,6,0
VCT 2026: China Stage 1,Group Stage,Week 1,Nova Esports vs EDward Gaming,Breeze,EDward Gaming,7,0,6,0,2,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,Lotus,JDG Esports,8,1,4,0,7,1,0,0
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,Lotus,FunPlus Phoenix,7,1,0,0,8,1,4,0
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,Split,JDG Esports,10,0,2,1,3,1,2,1
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,Split,FunPlus Phoenix,3,1,2,1,10,0,2,1
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,Pearl,JDG Esports,3,0,4,0,7,4,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,JDG Esports vs FunPlus Phoenix,Pearl,FunPlus Phoenix,7,4,2,0,3,0,4,0
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Lotus,Dragon Ranger Gaming,3,0,1,0,11,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Lotus,Xi Lai Gaming,11,0,2,0,3,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Bind,Dragon Ranger Gaming,4,4,3,0,7,2,3,1
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Xi Lai Gaming,Bind,Xi Lai Gaming,7,2,3,1,4,4,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Lotus,Wolves Esports,4,1,3,1,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Lotus,Trace Esports,8,2,3,0,4,1,3,1
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Bind,Wolves Esports,4,1,2,1,9,1,2,1
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs Trace Esports,Bind,Trace Esports,9,1,2,1,4,1,2,1
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bind,Bilibili Gaming,5,1,0,1,6,1,3,3
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bind,TYLOO,6,1,3,3,5,1,0,1
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Pearl,Bilibili Gaming,11,1,1,0,1,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Pearl,TYLOO,1,0,2,0,11,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Breeze,Bilibili Gaming,4,1,3,0,6,3,4,0
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Breeze,TYLOO,6,3,4,0,4,1,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Breeze,Dragon Ranger Gaming,11,0,2,0,2,2,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Breeze,Nova Esports,2,2,1,0,11,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Haven,Dragon Ranger Gaming,11,0,2,0,5,0,1,1
VCT 2026: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Haven,Nova Esports,5,0,1,1,11,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,Split,FunPlus Phoenix,8,3,1,1,1,0,3,1
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,Split,All Gamers,1,0,3,1,8,3,1,1
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,Pearl,FunPlus Phoenix,8,0,4,1,3,1,1,1
VCT 2026: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs All Gamers,Pearl,All Gamers,3,1,1,1,8,0,4,1
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Split,TYLOO,8,4,3,0,11,2,0,0
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Split,Titan Esports Club,11,2,0,0,8,4,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Fracture,TYLOO,9,3,1,0,4,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,TYLOO vs Titan Esports Club,Fracture,Titan Esports Club,4,0,1,0,9,3,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Fracture,Wolves Esports,7,0,2,0,10,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Fracture,EDward Gaming,10,0,3,0,7,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Lotus,Wolves Esports,4,3,3,0,12,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Wolves Esports vs EDward Gaming,Lotus,EDward Gaming,12,0,1,0,4,3,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Breeze,Trace Esports,8,1,3,1,6,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Breeze,Xi Lai Gaming,6,0,3,0,8,1,3,1
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Lotus,Trace Esports,6,0,1,0,9,2,1,1
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Lotus,Xi Lai Gaming,9,2,1,1,6,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Bind,Trace Esports,8,2,0,0,7,3,3,0
VCT 2026: China Stage 1,Group Stage,Week 1,Trace Esports vs Xi Lai Gaming,Bind,Xi Lai Gaming,7,3,3,0,8,2,0,0
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Haven,Bilibili Gaming,9,0,4,0,2,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Haven,JDG Esports,2,0,2,0,9,0,4,0
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Fracture,Bilibili Gaming,10,0,3,0,5,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 1,Bilibili Gaming vs JDG Esports,Fracture,JDG Esports,5,0,1,0,10,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Bind,FunPlus Phoenix,4,0,1,0,6,1,6,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Bind,TYLOO,6,1,6,0,4,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Split,FunPlus Phoenix,12,0,2,0,10,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Split,TYLOO,10,0,2,0,12,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Pearl,FunPlus Phoenix,8,2,3,0,6,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs TYLOO,Pearl,TYLOO,6,2,3,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Fracture,Titan Esports Club,12,0,1,0,9,1,0,0
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Fracture,Bilibili Gaming,9,1,0,0,12,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Breeze,Titan Esports Club,9,0,5,1,9,1,1,2
VCT 2026: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Bilibili Gaming,Breeze,Bilibili Gaming,9,1,1,2,9,0,5,1
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Haven,Xi Lai Gaming,10,3,0,0,4,0,4,0
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Haven,Nova Esports,4,0,4,0,10,3,0,0
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Bind,Xi Lai Gaming,10,1,1,1,7,2,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Nova Esports,Bind,Nova Esports,7,2,2,0,10,1,1,1
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,EDward Gaming,10,1,2,0,2,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Lotus,Trace Esports,2,0,2,0,10,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,EDward Gaming,9,4,1,0,8,2,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Trace Esports,Haven,Trace Esports,8,2,2,0,9,4,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,JDG Esports,1,0,4,0,11,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Lotus,All Gamers,11,1,1,0,1,0,4,0
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,JDG Esports,5,3,2,0,10,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs All Gamers,Haven,All Gamers,10,1,2,0,5,3,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,Dragon Ranger Gaming,10,2,1,0,1,0,0,0
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Breeze,Wolves Esports,1,0,0,0,10,2,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Pearl,Dragon Ranger Gaming,4,2,0,0,8,1,4,0
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Pearl,Wolves Esports,8,1,4,0,4,2,0,0
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Lotus,Dragon Ranger Gaming,8,1,4,0,6,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,Dragon Ranger Gaming vs Wolves Esports,Lotus,Wolves Esports,6,1,2,0,8,1,4,0
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Lotus,Nova Esports,8,1,3,0,13,1,0,0
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Lotus,Trace Esports,13,1,0,0,8,1,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Split,Nova Esports,8,1,0,1,9,2,1,1
VCT 2026: China Stage 1,Group Stage,Week 2,Nova Esports vs Trace Esports,Split,Trace Esports,9,2,1,1,8,1,0,1
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Lotus,FunPlus Phoenix,5,2,1,0,10,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Lotus,Bilibili Gaming,10,0,3,0,5,2,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Fracture,FunPlus Phoenix,11,0,2,0,4,3,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Fracture,Bilibili Gaming,4,3,2,0,11,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Pearl,FunPlus Phoenix,0,0,1,1,8,3,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,FunPlus Phoenix vs Bilibili Gaming,Pearl,Bilibili Gaming,8,3,2,0,0,0,1,1
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Bind,All Gamers,2,2,1,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Bind,TYLOO,8,2,3,0,2,2,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Haven,All Gamers,10,0,3,0,7,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Haven,TYLOO,7,1,1,0,10,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Breeze,All Gamers,3,1,2,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,All Gamers vs TYLOO,Breeze,TYLOO,8,2,3,0,3,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Breeze,EDward Gaming,6,3,3,1,4,0,0,1
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Breeze,Dragon Ranger Gaming,4,0,0,1,6,3,3,1
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Lotus,EDward Gaming,4,0,2,0,10,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,10,1,2,0,4,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Split,EDward Gaming,10,0,3,0,4,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,EDward Gaming vs Dragon Ranger Gaming,Split,Dragon Ranger Gaming,4,2,3,0,10,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Fracture,JDG Esports,9,1,3,1,9,0,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Fracture,Titan Esports Club,9,0,3,0,9,1,3,1
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Haven,JDG Esports,8,2,3,0,7,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,JDG Esports vs Titan Esports Club,Haven,Titan Esports Club,7,1,1,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Fracture,Xi Lai Gaming,5,2,2,1,5,2,6,0
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Fracture,Wolves Esports,5,2,6,0,5,2,2,1
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Bind,Xi Lai Gaming,4,2,6,1,8,1,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Bind,Wolves Esports,8,1,1,0,4,2,6,1
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Lotus,Xi Lai Gaming,7,1,2,3,6,0,1,0
VCT 2026: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,Lotus,Wolves Esports,6,0,1,0,7,1,2,3
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,Bind,TYLOO,12,1,2,0,12,1,3,1
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,Bind,JDG Esports,12,1,3,1,12,1,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,Haven,TYLOO,6,0,2,0,6,2,5,0
VCT 2026: China Stage 1,Group Stage,Week 3,TYLOO vs JDG Esports,Haven,JDG Esports,6,2,5,0,6,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Lotus,Trace Esports,8,2,3,0,3,0,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Lotus,Dragon Ranger Gaming,3,0,2,0,8,2,3,0
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Bind,Trace Esports,10,1,0,0,8,3,2,0
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Bind,Dragon Ranger Gaming,8,3,2,0,10,1,0,0
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Breeze,Trace Esports,5,0,5,0,9,0,4,0
VCT 2026: China Stage 1,Group Stage,Week 3,Trace Esports vs Dragon Ranger Gaming,Breeze,Dragon Ranger Gaming,9,0,4,0,5,0,5,0
VCT 2026: China Stage 1,Group Stage,Week 3,Titan Esports Club vs FunPlus Phoenix,Fracture,Titan Esports Club,12,1,0,0,2,0,0,0
