Tournament,Stage,Match Type,Match Name,Map,Team,Type,Initiated,Won
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,Cloud9,$$$ (won),35,15
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,Pistol Won,,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,Eco (won),10,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,$ (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,$$ (won),10,9
VCT 2026: Americas Stage 1,Group Stage,Week 2,Cloud9 vs ENVY,All Maps,ENVY,$$$ (won),41,24
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,$ (won),2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,$$ (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,FURIA,$$$ (won),18,9
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,$ (won),3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,$$ (won),3,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Haven,Evil Geniuses,$$$ (won),17,10
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,$$ (won),5,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,FURIA,$$$ (won),10,8
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,$ (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,$$ (won),8,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Pearl,Evil Geniuses,$$$ (won),4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,Eco (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,$ (won),1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,$$ (won),5,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,FURIA,$$$ (won),14,7
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,$ (won),4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,$$ (won),2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,Lotus,Evil Geniuses,$$$ (won),14,7
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,Pistol Won,,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,Eco (won),9,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,$ (won),3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,$$ (won),13,10
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,FURIA,$$$ (won),42,24
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,Pistol Won,,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,Eco (won),9,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,$ (won),10,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,$$ (won),13,5
VCT 2026: Americas Stage 1,Group Stage,Week 2,FURIA vs Evil Geniuses,All Maps,Evil Geniuses,$$$ (won),35,18
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,Eco (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,$$ (won),7,5
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,G2 Esports,$$$ (won),9,5
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,Eco (won),4,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,$$ (won),4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Breeze,LEVIATÁN,$$$ (won),10,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,Eco (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,$ (won),4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,$$ (won),6,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,G2 Esports,$$$ (won),12,5
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,LEVIATÁN,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,LEVIATÁN,Eco (won),4,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,LEVIATÁN,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,LEVIATÁN,$$ (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Split,LEVIATÁN,$$$ (won),17,10
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,G2 Esports,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,G2 Esports,Eco (won),4,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,G2 Esports,$ (won),1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,G2 Esports,$$ (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,G2 Esports,$$$ (won),18,11
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,LEVIATÁN,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,LEVIATÁN,Eco (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,LEVIATÁN,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,LEVIATÁN,$$ (won),7,5
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,Bind,LEVIATÁN,$$$ (won),17,7
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,Pistol Won,,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,Eco (won),8,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,$ (won),6,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,$$ (won),16,9
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,G2 Esports,$$$ (won),39,21
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,Eco (won),10,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,$ (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,$$ (won),13,8
VCT 2026: Americas Stage 1,Group Stage,Week 2,G2 Esports vs LEVIATÁN,All Maps,LEVIATÁN,$$$ (won),44,21
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,MIBR,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,MIBR,Eco (won),4,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,MIBR,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,MIBR,$$ (won),4,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,MIBR,$$$ (won),14,10
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,LOUD,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,LOUD,Eco (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,LOUD,$ (won),2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,LOUD,$$ (won),11,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Haven,LOUD,$$$ (won),8,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,MIBR,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,MIBR,Eco (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,MIBR,$ (won),1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,MIBR,$$ (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,MIBR,$$$ (won),11,9
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,LOUD,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,LOUD,Eco (won),3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,LOUD,$ (won),1,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,LOUD,$$ (won),7,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,Split,LOUD,$$$ (won),6,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,MIBR,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,MIBR,Eco (won),6,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,MIBR,$ (won),2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,MIBR,$$ (won),7,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,MIBR,$$$ (won),25,19
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,LOUD,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,LOUD,Eco (won),5,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,LOUD,$ (won),3,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,LOUD,$$ (won),18,8
VCT 2026: Americas Stage 1,Group Stage,Week 2,MIBR vs LOUD,All Maps,LOUD,$$$ (won),14,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,Mega Minors,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,Mega Minors,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,Mega Minors,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,Mega Minors,$$ (won),9,3
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,Mega Minors,$$$ (won),11,6
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,KRÜ Esports,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,KRÜ Esports,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,KRÜ Esports,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,KRÜ Esports,$$ (won),6,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Lotus,KRÜ Esports,$$$ (won),14,10
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,Mega Minors,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,Mega Minors,Eco (won),4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,Mega Minors,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,Mega Minors,$$ (won),9,5
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,Mega Minors,$$$ (won),8,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,KRÜ Esports,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,KRÜ Esports,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,KRÜ Esports,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,KRÜ Esports,$$ (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,Split,KRÜ Esports,$$$ (won),14,9
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,Mega Minors,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,Mega Minors,Eco (won),7,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,Mega Minors,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,Mega Minors,$$ (won),18,8
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,Mega Minors,$$$ (won),19,8
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,KRÜ Esports,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,KRÜ Esports,Eco (won),6,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,KRÜ Esports,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,KRÜ Esports,$$ (won),9,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,NRG vs KRÜ Esports,All Maps,KRÜ Esports,$$$ (won),28,19
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,100 Thieves,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,100 Thieves,Eco (won),4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,100 Thieves,$ (won),2,0
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,100 Thieves,$$ (won),5,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,100 Thieves,$$$ (won),12,7
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,Sentinels,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,Sentinels,Eco (won),2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,Sentinels,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,Sentinels,$$ (won),5,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Haven,Sentinels,$$$ (won),15,7
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,100 Thieves,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,100 Thieves,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,100 Thieves,$ (won),2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,100 Thieves,$$ (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,100 Thieves,$$$ (won),28,13
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,Sentinels,Pistol Won,,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,Sentinels,Eco (won),3,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,Sentinels,$ (won),2,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,Sentinels,$$ (won),6,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,Split,Sentinels,$$$ (won),25,13
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,100 Thieves,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,100 Thieves,Eco (won),7,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,100 Thieves,$ (won),4,1
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,100 Thieves,$$ (won),8,4
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,100 Thieves,$$$ (won),40,20
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,Sentinels,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,Sentinels,Eco (won),5,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,Sentinels,$ (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,Sentinels,$$ (won),11,8
VCT 2026: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Sentinels,All Maps,Sentinels,$$$ (won),40,20
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,LEVIATÁN,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,LEVIATÁN,Eco (won),4,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,LEVIATÁN,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,LEVIATÁN,$$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,LEVIATÁN,$$$ (won),13,13
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,ENVY,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,ENVY,Eco (won),3,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,ENVY,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,ENVY,$$ (won),8,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Bind,ENVY,$$$ (won),6,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,LEVIATÁN,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,LEVIATÁN,Eco (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,LEVIATÁN,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,LEVIATÁN,$$ (won),4,4
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,LEVIATÁN,$$$ (won),11,7
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,ENVY,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,ENVY,Eco (won),7,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,ENVY,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,ENVY,$$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,Fracture,ENVY,$$$ (won),9,3
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,LEVIATÁN,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,LEVIATÁN,Eco (won),6,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,LEVIATÁN,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,LEVIATÁN,$$ (won),4,4
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,LEVIATÁN,$$$ (won),24,20
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,ENVY,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,ENVY,Eco (won),10,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,ENVY,$ (won),0,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,ENVY,$$ (won),9,3
VCT 2026: Americas Stage 1,Group Stage,Week 3,LEVIATÁN vs ENVY,All Maps,ENVY,$$$ (won),15,3
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,G2 Esports,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,G2 Esports,Eco (won),3,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,G2 Esports,$ (won),1,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,G2 Esports,$$ (won),4,3
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,G2 Esports,$$$ (won),14,10
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,LOUD,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,LOUD,Eco (won),2,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,LOUD,$ (won),3,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,LOUD,$$ (won),11,6
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Haven,LOUD,$$$ (won),6,1
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Pearl,G2 Esports,Pistol Won,,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Pearl,G2 Esports,Eco (won),4,0
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Pearl,G2 Esports,$ (won),1,1
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Pearl,G2 Esports,$$ (won),4,4
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Pearl,G2 Esports,$$$ (won),14,8
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Pearl,LOUD,Pistol Won,,2
VCT 2026: Americas Stage 1,Group Stage,Week 3,G2 Esports vs LOUD,Pearl,LOUD,Eco (won),2,2
