Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2026: Americas Stage 1,Playoffs,Grand Final,LEVIATÁN vs G2 Esports,LEVIATÁN,ban,Lotus
VCT 2026: Americas Stage 1,Playoffs,Grand Final,LEVIATÁN vs G2 Esports,LEVIATÁN,ban,Breeze
VCT 2026: Americas Stage 1,Playoffs,Grand Final,LEVIATÁN vs G2 Esports,LEVIATÁN,pick,Fracture
VCT 2026: Americas Stage 1,Playoffs,Grand Final,LEVIATÁN vs G2 Esports,G2 Esports,pick,Haven
VCT 2026: Americas Stage 1,Playoffs,Grand Final,LEVIATÁN vs G2 Esports,LEVIATÁN,pick,Ascent
VCT 2026: Americas Stage 1,Playoffs,Grand Final,LEVIATÁN vs G2 Esports,G2 Esports,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Eternal Fire,Eternal Fire,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Eternal Fire,FNATIC,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Eternal Fire,Eternal Fire,pick,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Eternal Fire,FNATIC,pick,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Eternal Fire,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 1,FNATIC vs Eternal Fire,FNATIC,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Karmine Corp,Karmine Corp,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Karmine Corp,Team Liquid,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Karmine Corp,Karmine Corp,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Karmine Corp,Team Liquid,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Karmine Corp,Karmine Corp,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Liquid vs Karmine Corp,Team Liquid,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Team Vitality,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,GIANTX,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Team Vitality,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,GIANTX,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Team Vitality,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,GIANTX,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Gentle Mates vs FUT Esports,Gentle Mates,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Gentle Mates vs FUT Esports,FUT Esports,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Gentle Mates vs FUT Esports,Gentle Mates,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Gentle Mates vs FUT Esports,FUT Esports,pick,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Gentle Mates vs FUT Esports,Gentle Mates,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Gentle Mates vs FUT Esports,FUT Esports,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Natus Vincere,Natus Vincere,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Natus Vincere,Team Heretics,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Natus Vincere,Natus Vincere,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Natus Vincere,Team Heretics,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Natus Vincere,Natus Vincere,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Natus Vincere,Team Heretics,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs PCIFIC Esports,PCIFIC Esports,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs PCIFIC Esports,BBL Esports,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs PCIFIC Esports,PCIFIC Esports,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs PCIFIC Esports,BBL Esports,pick,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs PCIFIC Esports,PCIFIC Esports,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs PCIFIC Esports,BBL Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 2,PCIFIC Esports vs GIANTX,GIANTX,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 2,PCIFIC Esports vs GIANTX,PCIFIC Esports,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 2,PCIFIC Esports vs GIANTX,GIANTX,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 2,PCIFIC Esports vs GIANTX,PCIFIC Esports,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 2,PCIFIC Esports vs GIANTX,GIANTX,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 2,PCIFIC Esports vs GIANTX,PCIFIC Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 2,BBL Esports vs Eternal Fire,BBL Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 2,BBL Esports vs Eternal Fire,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 2,BBL Esports vs Eternal Fire,BBL Esports,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 2,BBL Esports vs Eternal Fire,Eternal Fire,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 2,BBL Esports vs Eternal Fire,BBL Esports,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 2,BBL Esports vs Eternal Fire,Eternal Fire,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FNATIC vs Team Vitality,FNATIC,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FNATIC vs Team Vitality,Team Vitality,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FNATIC vs Team Vitality,FNATIC,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FNATIC vs Team Vitality,Team Vitality,pick,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FNATIC vs Team Vitality,FNATIC,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FNATIC vs Team Vitality,Team Vitality,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs Team Heretics,Team Heretics,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs Team Heretics,Team Liquid,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs Team Heretics,Team Heretics,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs Team Heretics,Team Liquid,pick,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs Team Heretics,Team Heretics,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs Team Heretics,Team Liquid,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Natus Vincere,Natus Vincere,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Natus Vincere,FUT Esports,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Natus Vincere,Natus Vincere,pick,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Natus Vincere,FUT Esports,pick,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Natus Vincere,Natus Vincere,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Natus Vincere,FUT Esports,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Gentle Mates vs Karmine Corp,Karmine Corp,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Gentle Mates vs Karmine Corp,Gentle Mates,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Gentle Mates vs Karmine Corp,Karmine Corp,pick,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Gentle Mates vs Karmine Corp,Gentle Mates,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Gentle Mates vs Karmine Corp,Karmine Corp,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 2,Gentle Mates vs Karmine Corp,Gentle Mates,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 3,BBL Esports vs GIANTX,BBL Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 3,BBL Esports vs GIANTX,GIANTX,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 3,BBL Esports vs GIANTX,BBL Esports,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 3,BBL Esports vs GIANTX,GIANTX,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 3,BBL Esports vs GIANTX,BBL Esports,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 3,BBL Esports vs GIANTX,GIANTX,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Gentle Mates vs Natus Vincere,Gentle Mates,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Gentle Mates vs Natus Vincere,Natus Vincere,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Gentle Mates vs Natus Vincere,Gentle Mates,pick,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Gentle Mates vs Natus Vincere,Natus Vincere,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Gentle Mates vs Natus Vincere,Gentle Mates,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Gentle Mates vs Natus Vincere,Natus Vincere,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Eternal Fire vs Team Vitality,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Eternal Fire vs Team Vitality,Team Vitality,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Eternal Fire vs Team Vitality,Eternal Fire,pick,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Eternal Fire vs Team Vitality,Team Vitality,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Eternal Fire vs Team Vitality,Eternal Fire,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Eternal Fire vs Team Vitality,Team Vitality,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Team Heretics,Team Heretics,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Team Heretics,Karmine Corp,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Team Heretics,Team Heretics,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Team Heretics,Karmine Corp,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Team Heretics,Team Heretics,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Team Heretics,Karmine Corp,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 3,FUT Esports vs Team Liquid,Team Liquid,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 3,FUT Esports vs Team Liquid,FUT Esports,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 3,FUT Esports vs Team Liquid,Team Liquid,pick,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 3,FUT Esports vs Team Liquid,FUT Esports,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 3,FUT Esports vs Team Liquid,Team Liquid,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 3,FUT Esports vs Team Liquid,FUT Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 3,PCIFIC Esports vs FNATIC,PCIFIC Esports,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 3,PCIFIC Esports vs FNATIC,FNATIC,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 3,PCIFIC Esports vs FNATIC,PCIFIC Esports,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 3,PCIFIC Esports vs FNATIC,FNATIC,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 3,PCIFIC Esports vs FNATIC,PCIFIC Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 3,PCIFIC Esports vs FNATIC,FNATIC,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,PCIFIC Esports,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,PCIFIC Esports,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Eternal Fire,pick,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,PCIFIC Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Eternal Fire vs PCIFIC Esports,Eternal Fire,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Team Liquid,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Natus Vincere,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Team Liquid,pick,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Natus Vincere,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Team Liquid,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Liquid,Natus Vincere,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,GIANTX,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,FNATIC,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,GIANTX,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,FNATIC,pick,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,GIANTX,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,FNATIC,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Karmine Corp,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,FUT Esports,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Karmine Corp,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,FUT Esports,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Karmine Corp,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,FUT Esports,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,Gentle Mates,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,Team Heretics,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,Gentle Mates,pick,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,Team Heretics,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,Gentle Mates,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 4,Gentle Mates vs Team Heretics,Team Heretics,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Team Vitality,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,BBL Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Team Vitality,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,BBL Esports,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,Team Vitality,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 4,BBL Esports vs Team Vitality,BBL Esports,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Team Heretics,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,FUT Esports,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Team Heretics,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,FUT Esports,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,Team Heretics,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Heretics vs FUT Esports,FUT Esports,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Team Vitality,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,PCIFIC Esports,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Team Vitality,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,PCIFIC Esports,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,Team Vitality,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs PCIFIC Esports,PCIFIC Esports,ban,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Karmine Corp,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Natus Vincere,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Karmine Corp,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Natus Vincere,pick,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Karmine Corp,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Natus Vincere vs Karmine Corp,Natus Vincere,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,BBL Esports,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,FNATIC,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,BBL Esports,pick,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,FNATIC,pick,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,BBL Esports,ban,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FNATIC,FNATIC,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,GIANTX,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,GIANTX,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Eternal Fire,pick,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,GIANTX,ban,Bind
VCT 2026: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Eternal Fire,Eternal Fire,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Gentle Mates,ban,Breeze
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Team Liquid,ban,Pearl
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Gentle Mates,pick,Split
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Team Liquid,pick,Lotus
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Gentle Mates,ban,Fracture
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs Team Liquid,Team Liquid,ban,Bind
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Eternal Fire vs Team Heretics,Team Heretics,ban,Split
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Eternal Fire vs Team Heretics,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Eternal Fire vs Team Heretics,Team Heretics,pick,Fracture
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Eternal Fire vs Team Heretics,Eternal Fire,pick,Pearl
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Eternal Fire vs Team Heretics,Team Heretics,ban,Ascent
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Eternal Fire vs Team Heretics,Eternal Fire,ban,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Team Vitality,ban,Fracture
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Team Liquid,ban,Haven
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Team Vitality,pick,Pearl
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Team Liquid,pick,Ascent
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Team Vitality,ban,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Team Liquid,ban,Split
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Eternal Fire,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Eternal Fire,FUT Esports,ban,Fracture
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Eternal Fire,Eternal Fire,pick,Pearl
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Eternal Fire,FUT Esports,pick,Ascent
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Eternal Fire,Eternal Fire,ban,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FUT Esports vs Eternal Fire,FUT Esports,ban,Lotus
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FNATIC vs Team Vitality,FNATIC,ban,Pearl
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FNATIC vs Team Vitality,Team Vitality,ban,Fracture
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FNATIC vs Team Vitality,FNATIC,pick,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FNATIC vs Team Vitality,Team Vitality,pick,Haven
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FNATIC vs Team Vitality,FNATIC,ban,Ascent
VCT 2026: EMEA Stage 1,Playoffs,Upper Semifinals,FNATIC vs Team Vitality,Team Vitality,ban,Split
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,BBL Esports,ban,Fracture
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,Team Heretics,ban,Pearl
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,BBL Esports,pick,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,Team Heretics,pick,Ascent
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,BBL Esports,ban,Split
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Heretics vs BBL Esports,Team Heretics,ban,Haven
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Gentle Mates,ban,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Team Liquid,ban,Pearl
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Gentle Mates,pick,Split
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Team Liquid,pick,Ascent
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Gentle Mates,ban,Lotus
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 1,Team Liquid vs Gentle Mates,Team Liquid,ban,Haven
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,Team Heretics,ban,Haven
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,FNATIC,ban,Pearl
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,Team Heretics,pick,Fracture
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,FNATIC,pick,Lotus
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,Team Heretics,ban,Split
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,FNATIC vs Team Heretics,FNATIC,ban,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Gentle Mates,ban,Breeze
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Eternal Fire,ban,Haven
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Gentle Mates,pick,Ascent
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Eternal Fire,pick,Lotus
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Gentle Mates,ban,Split
VCT 2026: EMEA Stage 1,Playoffs,Lower Round 2,Eternal Fire vs Gentle Mates,Eternal Fire,ban,Fracture
VCT 2026: EMEA Stage 1,Playoffs,Upper Final,FUT Esports vs Team Vitality,Team Vitality,ban,Fracture
