Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Split,Nongshim RedForce,13,9,4,,Paper Rex,4,1,3,,31:52
Valorant Masters Santiago 2026,Playoffs,Grand Final,Nongshim RedForce vs Paper Rex,Abyss,Nongshim RedForce,13,10,3,,Paper Rex,3,1,2,,30:41
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Abyss,ENVY,9,2,7,,Evil Geniuses,13,3,10,,54:34
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Corrode,ENVY,13,7,6,,Evil Geniuses,10,5,5,,49:14
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,ENVY vs Evil Geniuses,Bind,ENVY,13,7,6,,Evil Geniuses,9,4,5,,46:43
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Haven,LOUD,7,5,2,,Cloud9,13,6,7,,52:56
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,LOUD vs Cloud9,Abyss,LOUD,11,7,4,,Cloud9,13,8,5,,49:48
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Pearl,KRÜ Esports,13,7,6,,FURIA,10,5,5,,1:01:51
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Breeze,KRÜ Esports,8,7,1,,FURIA,13,8,5,,44:31
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,KRÜ Esports vs FURIA,Abyss,KRÜ Esports,5,4,1,,FURIA,13,5,8,,34:42
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Bind,100 Thieves,13,9,4,,LEVIATÁN,9,6,3,,1:02:51
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Pearl,100 Thieves,10,7,3,,LEVIATÁN,13,8,5,,58:37
VCT 2026: Americas Kickoff,Main Event,Upper Round 1,100 Thieves vs LEVIATÁN,Split,100 Thieves,13,6,7,,LEVIATÁN,9,3,6,,52:14
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Pearl,Mega Minors,13,10,3,,Cloud9,2,0,2,,45:03
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,NRG vs Cloud9,Breeze,Mega Minors,13,10,3,,Cloud9,9,7,2,,44:54
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Abyss,MIBR,13,9,4,,ENVY,7,4,3,,49:31
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,MIBR vs ENVY,Corrode,MIBR,13,10,3,,ENVY,11,9,2,,50:33
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Split,Sentinels,5,3,2,,FURIA,13,4,9,,48:35
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,Sentinels vs FURIA,Breeze,Sentinels,11,5,6,,FURIA,13,6,7,,57:51
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Bind,G2 Esports,13,8,5,,100 Thieves,11,7,4,,1:06:42
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Corrode,G2 Esports,3,1,2,,100 Thieves,13,2,11,,33:43
VCT 2026: Americas Kickoff,Main Event,Upper Round 2,G2 Esports vs 100 Thieves,Split,G2 Esports,13,10,3,,100 Thieves,8,6,2,,48:39
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Breeze,LOUD,13,7,6,,100 Thieves,11,6,5,,1:04:38
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Bind,LOUD,6,3,3,,100 Thieves,13,4,9,,45:31
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LOUD vs 100 Thieves,Pearl,LOUD,2,2,0,,100 Thieves,13,3,10,,37:22
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Evil Geniuses vs Sentinels,Abyss,Evil Geniuses,8,3,5,,Sentinels,13,4,9,,51:04
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,Evil Geniuses vs Sentinels,Pearl,Evil Geniuses,11,7,4,,Sentinels,13,8,5,,1:04:50
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Abyss,KRÜ Esports,13,8,5,,ENVY,9,5,4,,53:37
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Pearl,KRÜ Esports,5,1,4,,ENVY,13,2,11,,38:33
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,KRÜ Esports vs ENVY,Breeze,KRÜ Esports,9,7,2,,ENVY,13,8,5,,44:45
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LEVIATÁN vs Cloud9,Pearl,LEVIATÁN,3,2,1,,Cloud9,13,3,10,,39:48
VCT 2026: Americas Kickoff,Main Event,Middle Round 1,LEVIATÁN vs Cloud9,Split,LEVIATÁN,8,5,3,,Cloud9,13,6,7,,50:12
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,100 Thieves vs Sentinels,Corrode,100 Thieves,13,5,8,,Sentinels,11,4,7,,1:02:13
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,100 Thieves vs Sentinels,Split,100 Thieves,16,8,4,4,Sentinels,14,8,4,2,1:20:18
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Pearl,ENVY,18,7,5,6,Cloud9,20,7,5,8,1:23:03
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Breeze,ENVY,13,7,6,,Cloud9,8,3,5,,1:13:34
VCT 2026: Americas Kickoff,Main Event,Middle Round 2,ENVY vs Cloud9,Split,ENVY,11,7,4,,Cloud9,13,8,5,,50:13
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Abyss,Mega Minors,13,11,2,,MIBR,6,5,1,,1:10:21
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Split,Mega Minors,11,7,4,,MIBR,13,8,5,,1:11:35
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,NRG vs MIBR,Breeze,Mega Minors,8,3,5,,MIBR,13,4,9,,49:05
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Abyss,FURIA,13,8,5,,G2 Esports,7,3,4,,1:06:46
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Bind,FURIA,6,5,1,,G2 Esports,13,6,7,,44:54
VCT 2026: Americas Kickoff,Main Event,Upper Round 3,FURIA vs G2 Esports,Split,FURIA,13,9,4,,G2 Esports,3,0,3,,35:10
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Haven,LOUD,5,3,2,,Evil Geniuses,13,4,9,,51:14
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,LOUD,12,7,5,0,Evil Geniuses,14,7,5,2,1:21:33
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,KRÜ Esports,4,3,1,,LEVIATÁN,13,4,9,,46:08
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,KRÜ Esports,10,5,5,,LEVIATÁN,13,6,7,,57:56
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,Mega Minors,13,7,6,,100 Thieves,9,4,5,,1:01:37
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Corrode,Mega Minors,13,6,7,,100 Thieves,11,5,6,,57:18
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,G2 Esports vs Cloud9,Corrode,G2 Esports,13,5,8,,Cloud9,11,4,7,,52:17
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,G2 Esports vs Cloud9,Bind,G2 Esports,13,6,7,,Cloud9,9,3,6,,45:31
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,ENVY vs Evil Geniuses,Pearl,ENVY,14,4,8,2,Evil Geniuses,16,4,8,4,1:14:37
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,ENVY vs Evil Geniuses,Corrode,ENVY,5,4,1,,Evil Geniuses,13,5,8,,38:26
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,Sentinels vs LEVIATÁN,Corrode,Sentinels,10,5,5,,LEVIATÁN,13,6,7,,57:33
VCT 2026: Americas Kickoff,Main Event,Lower Round 2,Sentinels vs LEVIATÁN,Bind,Sentinels,12,4,8,0,LEVIATÁN,14,4,8,2,57:25
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,Haven,100 Thieves,13,10,3,,Evil Geniuses,11,9,2,,57:04
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,100 Thieves vs Evil Geniuses,Bind,100 Thieves,15,7,5,3,Evil Geniuses,13,7,5,1,1:07:08
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Bind,Cloud9,13,9,4,,LEVIATÁN,5,2,3,,43:35
VCT 2026: Americas Kickoff,Main Event,Lower Round 3,Cloud9 vs LEVIATÁN,Breeze,Cloud9,13,7,6,,LEVIATÁN,7,2,5,,44:31
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Pearl,Mega Minors,3,2,1,,G2 Esports,13,3,10,,36:27
VCT 2026: Americas Kickoff,Main Event,Middle Round 4,NRG vs G2 Esports,Split,Mega Minors,8,5,3,,G2 Esports,13,6,7,,42:10
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Pearl,100 Thieves,14,6,6,2,Cloud9,12,6,6,0,1:11:57
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Split,100 Thieves,11,6,5,,Cloud9,13,7,6,,55:19
VCT 2026: Americas Kickoff,Main Event,Lower Round 4,100 Thieves vs Cloud9,Abyss,100 Thieves,13,10,3,,Cloud9,2,0,2,,33:27
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Bind,MIBR,13,5,8,,FURIA,8,1,7,,1:02:19
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Abyss,MIBR,8,2,6,,FURIA,13,3,10,,51:40
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Haven,MIBR,11,6,5,,FURIA,13,7,6,,1:03:54
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Breeze,MIBR,13,12,1,,FURIA,2,2,0,,31:58
VCT 2026: Americas Kickoff,Main Event,Upper Final,MIBR vs FURIA,Split,MIBR,8,6,2,,FURIA,13,7,6,,1:00:48
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Pearl,Mega Minors,13,9,4,,100 Thieves,3,0,3,,50:13
VCT 2026: Americas Kickoff,Main Event,Lower Round 5,NRG vs 100 Thieves,Abyss,Mega Minors,13,7,6,,100 Thieves,8,3,5,,50:26
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Breeze,MIBR,6,5,1,,G2 Esports,13,6,7,,52:20
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Haven,MIBR,4,4,0,,G2 Esports,13,5,8,,40:55
VCT 2026: Americas Kickoff,Main Event,Middle Final,MIBR vs G2 Esports,Corrode,MIBR,7,3,4,,G2 Esports,13,4,9,,43:49
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Bind,MIBR,13,6,7,,Mega Minors,9,3,6,,1:03:44
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Corrode,MIBR,13,8,5,,Mega Minors,5,1,4,,40:25
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Split,MIBR,10,9,1,,Mega Minors,13,10,3,,52:45
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Abyss,MIBR,4,3,1,,Mega Minors,13,4,9,,31:57
VCT 2026: Americas Kickoff,Main Event,Lower Final,MIBR vs NRG,Haven,MIBR,5,1,4,,Mega Minors,13,2,11,,43:01
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Split,Natus Vincere,13,7,6,,Karmine Corp,11,6,5,,1:01:27
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Natus Vincere vs Karmine Corp,Haven,Natus Vincere,13,10,3,,Karmine Corp,7,5,2,,45:01
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Abyss,FUT Esports,8,5,3,,Gentle Mates,13,6,7,,45:40
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,FUT Esports vs Gentle Mates,Split,FUT Esports,6,4,2,,Gentle Mates,13,5,8,,39:09
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Breeze,PCIFIC Esports,10,3,7,,BBL Esports,13,4,9,,55:42
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Abyss,PCIFIC Esports,13,7,6,,BBL Esports,7,2,5,,46:52
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,PCIFIC Esports vs BBL Esports,Pearl,PCIFIC Esports,4,2,2,,BBL Esports,13,3,10,,40:09
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Breeze,ULF Esports,3,2,1,,Team Vitality,13,3,10,,32:38
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,ULF Esports vs Team Vitality,Corrode,ULF Esports,1,1,0,,Team Vitality,13,2,11,,27:22
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Bind,Team Heretics,10,4,6,,Natus Vincere,13,5,8,,56:24
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,13,9,4,,Natus Vincere,11,8,3,,58:18
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,6,3,3,,Natus Vincere,13,4,9,,44:02
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,10,5,5,,Gentle Mates,13,6,7,,51:33
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Bind,GIANTX,10,10,0,,Gentle Mates,13,11,2,,51:52
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,FNATIC vs BBL Esports,Breeze,FNATIC,11,9,2,,BBL Esports,13,10,3,,54:38
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,FNATIC vs BBL Esports,Haven,FNATIC,4,4,0,,BBL Esports,13,5,8,,48:13
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Liquid vs Team Vitality,Breeze,Team Liquid,11,6,5,,Team Vitality,13,7,6,,55:30
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Liquid vs Team Vitality,Pearl,Team Liquid,14,8,4,2,Team Vitality,12,8,4,0,1:00:46
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Liquid vs Team Vitality,Corrode,Team Liquid,9,4,5,,Team Vitality,13,5,8,,54:15
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Abyss,Karmine Corp,13,11,2,,Team Liquid,2,1,1,,35:55
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Split,Karmine Corp,8,5,3,,Team Liquid,13,6,7,,48:16
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Breeze,Karmine Corp,10,8,2,,Team Liquid,13,9,4,,59:08
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Abyss,FUT Esports,3,2,1,,FNATIC,13,3,10,,39:06
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Corrode,FUT Esports,18,2,10,6,FNATIC,16,2,10,4,1:14:36
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Split,FUT Esports,14,5,7,2,FNATIC,16,5,7,4,1:11:00
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Abyss,PCIFIC Esports,8,3,5,,GIANTX,13,4,9,,47:21
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Bind,PCIFIC Esports,14,7,5,2,GIANTX,12,7,5,0,59:21
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Split,PCIFIC Esports,10,6,4,,GIANTX,13,7,6,,54:03
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Haven,ULF Esports,7,3,4,,Team Heretics,13,4,9,,45:40
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,ULF Esports,8,6,2,,Team Heretics,13,7,6,,49:03
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,Natus Vincere,7,5,2,,Gentle Mates,13,6,7,,41:17
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,Natus Vincere,9,4,5,,Gentle Mates,13,5,8,,50:46
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,BBL Esports,13,6,7,,Team Vitality,9,3,6,,52:10
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,BBL Esports,13,8,5,,Team Vitality,8,4,4,,52:12
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Team Liquid vs FNATIC,Corrode,Team Liquid,5,5,0,,FNATIC,13,6,7,,38:55
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Team Liquid vs FNATIC,Split,Team Liquid,9,3,6,,FNATIC,13,4,9,,54:05
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,GIANTX vs Team Heretics,Abyss,GIANTX,13,6,7,,Team Heretics,10,4,6,,51:54
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,GIANTX vs Team Heretics,Haven,GIANTX,13,7,6,,Team Heretics,7,2,5,,46:25
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Haven,Karmine Corp,14,7,5,2,FUT Esports,12,7,5,0,59:26
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Split,Karmine Corp,8,5,3,,FUT Esports,13,6,7,,54:42
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,Karmine Corp,13,7,6,,FUT Esports,7,2,5,,45:13
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,PCIFIC Esports,5,3,2,,ULF Esports,13,4,9,,59:56
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Abyss,PCIFIC Esports,8,3,5,,ULF Esports,13,4,9,,41:15
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Split,Natus Vincere,10,3,7,,FNATIC,13,4,9,,57:26
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Breeze,Natus Vincere,13,8,5,,FNATIC,6,2,4,,43:55
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Bind,Natus Vincere,15,3,9,3,FNATIC,17,3,9,5,1:17:01
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Team Vitality vs GIANTX,Abyss,Team Vitality,13,12,1,,GIANTX,0,0,0,,32:20
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Team Vitality vs GIANTX,Breeze,Team Vitality,13,7,6,,GIANTX,11,6,5,,51:49
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Haven,Team Heretics,13,6,7,,Karmine Corp,8,2,6,,47:33
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Corrode,Team Heretics,13,6,7,,Karmine Corp,11,5,6,,56:30
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Abyss,Team Heretics,2,2,0,,Karmine Corp,13,3,10,,32:38
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Split,Team Liquid,8,6,2,,ULF Esports,13,7,6,,49:17
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Pearl,Team Liquid,14,6,6,2,ULF Esports,12,6,6,0,1:00:06
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Breeze,Team Liquid,13,7,6,,ULF Esports,5,0,5,,35:57
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Natus Vincere vs Team Heretics,Haven,Natus Vincere,5,4,1,,Team Heretics,13,5,8,,39:58
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Natus Vincere vs Team Heretics,Breeze,Natus Vincere,4,4,0,,Team Heretics,13,5,8,,42:31
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Breeze,GIANTX,4,3,1,,Team Liquid,13,4,9,,34:07
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Pearl,GIANTX,13,11,2,,Team Liquid,6,5,1,,40:45
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Bind,GIANTX,14,4,8,2,Team Liquid,16,4,8,4,1:08:07
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Abyss,Team Heretics,11,6,5,,Team Liquid,13,7,6,,55:25
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Bind,Team Heretics,3,1,2,,Team Liquid,13,2,11,,32:54
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Abyss,FNATIC,13,9,4,,Team Vitality,5,2,3,,41:08
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Bind,FNATIC,13,6,7,,Team Vitality,8,2,6,,46:54
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Haven,Gentle Mates,13,6,7,,BBL Esports,11,5,6,,54:02
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Abyss,Gentle Mates,13,7,5,1,BBL Esports,15,7,5,3,1:08:11
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Pearl,Gentle Mates,14,6,6,2,BBL Esports,16,6,6,4,1:12:08
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Split,Gentle Mates,13,9,4,,BBL Esports,4,1,3,,37:46
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Corrode,Gentle Mates,6,5,1,,BBL Esports,13,6,7,,42:09
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Corrode,Team Vitality,13,10,3,,Team Liquid,8,6,2,,50:06
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Bind,Team Vitality,3,3,0,,Team Liquid,13,4,9,,34:44
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,Team Vitality,9,3,6,,Team Liquid,13,4,9,,47:33
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,Gentle Mates,10,6,4,,FNATIC,13,7,6,,53:05
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,Gentle Mates,14,8,4,2,FNATIC,16,8,4,4,1:11:24
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,Gentle Mates,13,8,5,,FNATIC,6,2,4,,44:28
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,Gentle Mates,14,7,5,2,FNATIC,12,7,5,0,1:03:26
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Haven,Gentle Mates,14,7,5,2,FNATIC,12,7,5,0,59:23
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,FNATIC,6,5,1,,Team Liquid,13,6,7,,39:12
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,FNATIC,10,7,3,,Team Liquid,13,8,5,,46:28
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,FNATIC,16,7,5,4,Team Liquid,18,7,5,6,1:11:49
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,Nongshim RedForce,13,9,4,,Team Secret,5,2,3,,59:33
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,Nongshim RedForce,13,5,8,,Team Secret,8,1,7,,46:20
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,ZETA DIVISION,4,4,0,,FULL SENSE,13,5,8,,43:07
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Split,ZETA DIVISION,2,2,0,,FULL SENSE,13,3,10,,28:44
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,7,5,2,,Global Esports,13,6,7,,44:01
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,7,4,3,,Global Esports,13,5,8,,1:04:03
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Abyss,DetonatioN FocusMe,13,7,6,,Gen.G,8,3,5,,54:48
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Pearl,DetonatioN FocusMe,13,5,8,,Gen.G,10,3,7,,56:07
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Haven,T1,4,4,0,,Nongshim RedForce,13,5,8,,34:13
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Corrode,T1,9,4,5,,Nongshim RedForce,13,5,8,,46:57
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Split,T1,13,6,7,,Nongshim RedForce,9,3,6,,1:05:50
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Kiwoom DRX vs FULL SENSE,Breeze,Kiwoom DRX,13,8,5,,FULL SENSE,10,6,4,,1:00:26
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Kiwoom DRX vs FULL SENSE,Pearl,Kiwoom DRX,8,4,4,,FULL SENSE,13,5,8,,46:43
