Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Natus Vincere,cypher,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Karmine Corp,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Karmine Corp,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Karmine Corp,fade,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Karmine Corp,cypher,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Karmine Corp,phoenix,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Gentle Mates,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Gentle Mates,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Gentle Mates,fade,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Gentle Mates,raze,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Gentle Mates,vyse,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Team Liquid,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Team Liquid,omen,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Team Liquid,fade,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Team Liquid,raze,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Lotus,Team Liquid,cypher,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Heretics,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Heretics,fade,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Heretics,raze,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Heretics,astra,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Heretics,vyse,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,FUT Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,FUT Esports,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,FUT Esports,viper,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,FUT Esports,raze,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,FUT Esports,skye,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Vitality,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Vitality,omen,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Vitality,viper,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Vitality,fade,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Vitality,raze,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,PCIFIC Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,PCIFIC Esports,viper,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,PCIFIC Esports,fade,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,PCIFIC Esports,raze,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,PCIFIC Esports,astra,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,GIANTX,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,GIANTX,viper,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,GIANTX,skye,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,GIANTX,astra,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,GIANTX,waylay,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Eternal Fire,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Eternal Fire,omen,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Eternal Fire,viper,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Eternal Fire,fade,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Eternal Fire,raze,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Gentle Mates,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Gentle Mates,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Gentle Mates,viper,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Gentle Mates,fade,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Gentle Mates,raze,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Liquid,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Liquid,viper,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Liquid,raze,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Liquid,skye,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Split,Team Liquid,astra,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,Team Vitality,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,Team Vitality,omen,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,Team Vitality,viper,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,Team Vitality,sova,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,Team Vitality,killjoy,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,PCIFIC Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,PCIFIC Esports,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,PCIFIC Esports,viper,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,PCIFIC Esports,sova,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,PCIFIC Esports,veto,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,BBL Esports,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,BBL Esports,cypher,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,BBL Esports,sova,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,BBL Esports,jett,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,BBL Esports,breach,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,FNATIC,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,FNATIC,omen,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,FNATIC,cypher,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,FNATIC,sova,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Haven,FNATIC,phoenix,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Natus Vincere,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Natus Vincere,viper,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Natus Vincere,cypher,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Natus Vincere,sova,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Natus Vincere,phoenix,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Karmine Corp,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Karmine Corp,sova,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Karmine Corp,skye,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Karmine Corp,astra,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Karmine Corp,jett,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,GIANTX,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,GIANTX,omen,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,GIANTX,viper,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,GIANTX,sova,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,GIANTX,skye,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Eternal Fire,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Eternal Fire,viper,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Eternal Fire,skye,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Eternal Fire,astra,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Breeze,Eternal Fire,tejo,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,BBL Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,BBL Esports,cypher,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,BBL Esports,jett,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,BBL Esports,brimstone,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,BBL Esports,tejo,0,1,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,FNATIC,neon,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,FNATIC,fade,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,FNATIC,cypher,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,FNATIC,phoenix,1,0,1
VCT 2026: EMEA Stage 1,Group Stage,Week 5,Fracture,FNATIC,brimstone,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Heretics,neon,4,1,5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Heretics,fade,4,1,5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Heretics,cypher,4,1,5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Heretics,raze,4,1,5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Heretics,brimstone,4,1,5
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,cypher,1,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,astra,0,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,waylay,0,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,tejo,1,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,breach,0,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,neon,1,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,fade,0,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,raze,0,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,skye,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Eternal Fire,brimstone,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FUT Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FUT Esports,cypher,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FUT Esports,raze,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FUT Esports,brimstone,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FUT Esports,breach,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Liquid,neon,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Liquid,raze,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Liquid,brimstone,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Liquid,killjoy,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Team Liquid,breach,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FNATIC,neon,2,0,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FNATIC,fade,2,0,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FNATIC,cypher,2,0,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FNATIC,phoenix,2,0,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,FNATIC,brimstone,2,0,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,fade,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,cypher,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,raze,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,astra,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,phoenix,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,neon,1,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,brimstone,1,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,veto,1,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Gentle Mates,breach,1,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,BBL Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,BBL Esports,cypher,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,BBL Esports,jett,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,BBL Esports,brimstone,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,BBL Esports,tejo,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Karmine Corp,fade,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Karmine Corp,astra,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Karmine Corp,vyse,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Karmine Corp,waylay,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Karmine Corp,kayo,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Natus Vincere,neon,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Natus Vincere,omen,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Natus Vincere,fade,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Natus Vincere,viper,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,Natus Vincere,chamber,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,PCIFIC Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,PCIFIC Esports,astra,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,PCIFIC Esports,skye,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,PCIFIC Esports,tejo,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Fracture,PCIFIC Esports,veto,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,neon,1,3,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,fade,0,2,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,cypher,0,2,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,astra,1,3,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,phoenix,0,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,jett,0,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,skye,1,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,chamber,1,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Heretics,harbor,1,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Vitality,neon,4,0,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Vitality,sova,4,0,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Vitality,astra,4,0,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Vitality,chamber,4,0,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Vitality,kayo,4,0,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Eternal Fire,neon,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Eternal Fire,fade,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Eternal Fire,cypher,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Eternal Fire,astra,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Eternal Fire,phoenix,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,neon,0,3,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,fade,0,3,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,cypher,0,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,astra,0,3,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,phoenix,0,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,waylay,0,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,FUT Esports,killjoy,0,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Liquid,neon,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Liquid,fade,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Liquid,astra,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Liquid,phoenix,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Team Liquid,killjoy,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Gentle Mates,neon,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Gentle Mates,fade,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Gentle Mates,cypher,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Gentle Mates,astra,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Gentle Mates,phoenix,3,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,BBL Esports,neon,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,BBL Esports,cypher,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,BBL Esports,sova,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,BBL Esports,astra,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,BBL Esports,waylay,0,1,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,fade,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,astra,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,vyse,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,waylay,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,tejo,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,omen,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,jett,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Karmine Corp,veto,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,GIANTX,fade,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,GIANTX,cypher,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,GIANTX,astra,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,GIANTX,waylay,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,GIANTX,tejo,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,sova,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,astra,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,waylay,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,chamber,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,tejo,0,2,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,Natus Vincere,neon,0,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,PCIFIC Esports,neon,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,PCIFIC Esports,fade,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,PCIFIC Esports,raze,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,PCIFIC Esports,astra,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Pearl,PCIFIC Esports,veto,1,0,1
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,neon,6,3,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,omen,6,3,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,fade,6,2,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,raze,6,2,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,vyse,6,2,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,skye,0,1,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,chamber,0,1,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Heretics,harbor,0,1,9
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,omen,2,2,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,fade,2,2,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,viper,2,2,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,raze,1,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,vyse,2,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,neon,1,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Vitality,killjoy,0,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,neon,5,1,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,omen,5,1,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,fade,5,0,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,cypher,3,0,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,raze,5,1,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,skye,0,1,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,veto,0,1,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Eternal Fire,viper,2,0,6
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,neon,1,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,omen,1,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,fade,1,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,viper,1,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,waylay,0,2,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FUT Esports,chamber,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Liquid,neon,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Liquid,omen,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Liquid,fade,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Liquid,cypher,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Team Liquid,raze,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,neon,1,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,omen,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,fade,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,viper,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,killjoy,2,1,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,FNATIC,waylay,1,0,3
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,omen,1,3,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,fade,1,3,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,cypher,0,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,raze,1,3,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,jett,0,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,neon,1,2,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,viper,1,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,Gentle Mates,vyse,0,1,4
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,BBL Esports,neon,1,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,BBL Esports,omen,1,1,2
VCT 2026: EMEA Stage 1,All Stages,All Match Types,Lotus,BBL Esports,fade,1,1,2
